L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
10,15,34,10,75,1.149
11,15,34,10,75,1.321
12,15,34,10,75,1.512
3,16,34,10,75,0.216
4,16,34,10,75,0.278
5,16,34,10,75,0.411
6,16,34,10,75,0.542
7,16,34,10,75,0.688
8,16,34,10,75,0.843
9,16,34,10,75,1.003
10,16,34,10,75,1.186
11,16,34,10,75,1.36
12,16,34,10,75,1.563
3,17,34,10,75,0.209
4,17,34,10,75,0.287
5,17,34,10,75,0.415
6,17,34,10,75,0.558
7,17,34,10,75,0.706
8,17,34,10,75,0.87
9,17,34,10,75,1.038
10,17,34,10,75,1.22
11,17,34,10,75,1.407
12,17,34,10,75,1.58
3,18,34,10,75,0.216
4,18,34,10,75,0.297
5,18,34,10,75,0.43
6,18,34,10,75,0.574
7,18,34,10,75,0.718
8,18,34,10,75,0.888
9,18,34,10,75,1.071
10,18,34,10,75,1.257
11,18,34,10,75,1.44
12,18,34,10,75,1.634
3,19,34,10,75,0.216
4,19,34,10,75,0.305
5,19,34,10,75,0.44
6,19,34,10,75,0.585
7,19,34,10,75,0.748
8,19,34,10,75,0.901
9,19,34,10,75,1.097
10,19,34,10,75,1.287
11,19,34,10,75,1.493
12,19,34,10,75,1.694
3,20,34,10,75,0.216
4,20,34,10,75,0.314
5,20,34,10,75,0.45
6,20,34,10,75,0.6
7,20,34,10,75,0.761
8,20,34,10,75,0.939
9,20,34,10,75,1.124
10,20,34,10,75,1.325
11,20,34,10,75,1.518
12,20,34,10,75,1.73
3,14,35,10,75,0.216
4,14,35,10,75,0.25
5,14,35,10,75,0.378
6,14,35,10,75,0.505
7,14,35,10,75,0.632
8,14,35,10,75,0.777
9,14,35,10,75,0.922
10,14,35,10,75,1.081
11,14,35,10,75,1.254
12,14,35,10,75,1.425
3,15,35,10,75,0.216
4,15,35,10,75,0.259
5,15,35,10,75,0.392
6,15,35,10,75,0.517
7,15,35,10,75,0.653
8,15,35,10,75,0.802
9,15,35,10,75,0.955
10,15,35,10,75,1.123
11,15,35,10,75,1.297
12,15,35,10,75,1.478
3,16,35,10,75,0.216
4,16,35,10,75,0.268
5,16,35,10,75,0.397
6,16,35,10,75,0.528
7,16,35,10,75,0.672
8,16,35,10,75,0.815
9,16,35,10,75,0.986
10,16,35,10,75,1.157
11,16,35,10,75,1.338
12,16,35,10,75,1.526
3,17,35,10,75,0.216
4,17,35,10,75,0.278
5,17,35,10,75,0.412
6,17,35,10,75,0.544
7,17,35,10,75,0.691
8,17,35,10,75,0.846
9,17,35,10,75,1.011
10,17,35,10,75,1.194
11,17,35,10,75,1.373
12,17,35,10,75,1.555
3,18,35,10,75,0.216
4,18,35,10,75,0.287
5,18,35,10,75,0.415
6,18,35,10,75,0.559
7,18,35,10,75,0.708
8,18,35,10,75,0.859
9,18,35,10,75,1.044
10,18,35,10,75,1.221
11,18,35,10,75,1.417
12,18,35,10,75,1.601
3,19,35,10,75,0.216
4,19,35,10,75,0.295
5,19,35,10,75,0.429
6,19,35,10,75,0.573
7,19,35,10,75,0.719
8,19,35,10,75,0.89
9,19,35,10,75,1.073
10,19,35,10,75,1.259
11,19,35,10,75,1.446
12,19,35,10,75,1.643
3,20,35,10,75,0.216
4,20,35,10,75,0.304
5,20,35,10,75,0.439
6,20,35,10,75,0.584
7,20,35,10,75,0.748
8,20,35,10,75,0.902
9,20,35,10,75,1.1
10,20,35,10,75,1.29
11,20,35,10,75,1.478
12,20,35,10,75,1.709
3,14,36,10,75,0.216
4,14,36,10,75,0.242
5,14,36,10,75,0.366
6,14,36,10,75,0.489
7,14,36,10,75,0.622
8,14,36,10,75,0.76
9,14,36,10,75,0.889
10,14,36,10,75,1.061
11,14,36,10,75,1.223
12,14,36,10,75,1.396
3,15,36,10,75,0.216
4,15,36,10,75,0.251
5,15,36,10,75,0.38
6,15,36,10,75,0.506
7,15,36,10,75,0.638
8,15,36,10,75,0.778
9,15,36,10,75,0.937
10,15,36,10,75,1.094
11,15,36,10,75,1.262
12,15,36,10,75,1.426
3,16,36,10,75,0.216
4,16,36,10,75,0.26
5,16,36,10,75,0.393
6,16,36,10,75,0.52
7,16,36,10,75,0.656
8,16,36,10,75,0.8
9,16,36,10,75,0.96
10,16,36,10,75,1.129
11,16,36,10,75,1.305
12,16,36,10,75,1.488
3,17,36,10,75,0.216
4,17,36,10,75,0.268
5,17,36,10,75,0.398
6,17,36,10,75,0.529
7,17,36,10,75,0.675
8,17,36,10,75,0.819
9,17,36,10,75,0.991
10,17,36,10,75,1.154
11,17,36,10,75,1.346
12,17,36,10,75,1.526
3,18,36,10,75,0.216
4,18,36,10,75,0.277
5,18,36,10,75,0.412
6,18,36,10,75,0.544
7,18,36,10,75,0.693
8,18,36,10,75,0.85
9,18,36,10,75,1.016
10,18,36,10,75,1.193
11,18,36,10,75,1.382
12,18,36,10,75,1.568
3,19,36,10,75,0.216
4,19,36,10,75,0.286
5,19,36,10,75,0.415
6,19,36,10,75,0.559
7,19,36,10,75,0.709
8,19,36,10,75,0.861
9,19,36,10,75,1.044
10,19,36,10,75,1.226
11,19,36,10,75,1.417
12,19,36,10,75,1.609
3,20,36,10,75,0.216
4,20,36,10,75,0.294
5,20,36,10,75,0.428
6,20,36,10,75,0.572
7,20,36,10,75,0.719
8,20,36,10,75,0.891
9,20,36,10,75,1.075
10,20,36,10,75,1.261
11,20,36,10,75,1.45
12,20,36,10,75,1.65
3,14,37,10,75,0.216
4,14,37,10,75,0.234
5,14,37,10,75,0.364
6,14,37,10,75,0.479
7,14,37,10,75,0.607
8,14,37,10,75,0.742
9,14,37,10,75,0.886
10,14,37,10,75,1.037
11,14,37,10,75,1.197
12,14,37,10,75,1.365
3,15,37,10,75,0.216
4,15,37,10,75,0.243
5,15,37,10,75,0.367
6,15,37,10,75,0.492
7,15,37,10,75,0.626
8,15,37,10,75,0.761
9,15,37,10,75,0.899
10,15,37,10,75,1.072
11,15,37,10,75,1.236
12,15,37,10,75,1.403
3,16,37,10,75,0.215
4,16,37,10,75,0.251
5,16,37,10,75,0.381
6,16,37,10,75,0.502
7,16,37,10,75,0.642
8,16,37,10,75,0.787
9,16,37,10,75,0.939
10,16,37,10,75,1.103
11,16,37,10,75,1.271
12,16,37,10,75,1.443
3,17,37,10,75,0.215
4,17,37,10,75,0.26
5,17,37,10,75,0.394
6,17,37,10,75,0.521
7,17,37,10,75,0.659
8,17,37,10,75,0.804
9,17,37,10,75,0.964
10,17,37,10,75,1.13
11,17,37,10,75,1.309
12,17,37,10,75,1.484
3,18,37,10,75,0.216
4,18,37,10,75,0.269
5,18,37,10,75,0.397
6,18,37,10,75,0.53
7,18,37,10,75,0.676
8,18,37,10,75,0.822
9,18,37,10,75,0.995
10,18,37,10,75,1.161
11,18,37,10,75,1.346
12,18,37,10,75,1.537
3,19,37,10,75,0.216
4,19,37,10,75,0.277
5,19,37,10,75,0.41
6,19,37,10,75,0.544
7,19,37,10,75,0.691
8,19,37,10,75,0.851
9,19,37,10,75,1.019
10,19,37,10,75,1.196
11,19,37,10,75,1.382
12,19,37,10,75,1.596
3,20,37,10,75,0.216
4,20,37,10,75,0.284
5,20,37,10,75,0.413
6,20,37,10,75,0.558
7,20,37,10,75,0.709
8,20,37,10,75,0.861
9,20,37,10,75,1.045
10,20,37,10,75,1.228
11,20,37,10,75,1.42
12,20,37,10,75,1.621
3,14,38,10,75,0.216
4,14,38,10,75,0.227
5,14,38,10,75,0.351
6,14,38,10,75,0.468
7,14,38,10,75,0.593
8,14,38,10,75,0.726
9,14,38,10,75,0.866
10,14,38,10,75,1.015
11,14,38,10,75,1.168
12,14,38,10,75,1.332
3,15,38,10,75,0.216
4,15,38,10,75,0.234
5,15,38,10,75,0.364
6,15,38,10,75,0.482
7,15,38,10,75,0.607
8,15,38,10,75,0.744
9,15,38,10,75,0.888
10,15,38,10,75,1.046
11,15,38,10,75,1.202
12,15,38,10,75,1.37
3,16,38,10,75,0.216
4,16,38,10,75,0.243
5,16,38,10,75,0.368
6,16,38,10,75,0.493
7,16,38,10,75,0.627
8,16,38,10,75,0.766
9,16,38,10,75,0.906
10,16,38,10,75,1.075
11,16,38,10,75,1.241
12,16,38,10,75,1.418
3,17,38,10,75,0.216
4,17,38,10,75,0.251
5,17,38,10,75,0.381
6,17,38,10,75,0.503
7,17,38,10,75,0.644
8,17,38,10,75,0.791
9,17,38,10,75,0.944
10,17,38,10,75,1.106
11,17,38,10,75,1.271
12,17,38,10,75,1.456
3,18,38,10,75,0.216
4,18,38,10,75,0.259
5,18,38,10,75,0.393
6,18,38,10,75,0.522
7,18,38,10,75,0.66
8,18,38,10,75,0.806
9,18,38,10,75,0.968
10,18,38,10,75,1.136
11,18,38,10,75,1.318
12,18,38,10,75,1.493
3,19,38,10,75,0.216
4,19,38,10,75,0.267
5,19,38,10,75,0.396
6,19,38,10,75,0.529
7,19,38,10,75,0.676
8,19,38,10,75,0.822
9,19,38,10,75,0.988
10,19,38,10,75,1.164
11,19,38,10,75,1.35
12,19,38,10,75,1.542
3,20,38,10,75,0.216
4,20,38,10,75,0.274
5,20,38,10,75,0.409
6,20,38,10,75,0.543
7,20,38,10,75,0.692
8,20,38,10,75,0.851
9,20,38,10,75,1.009
10,20,38,10,75,1.197
11,20,38,10,75,1.384
12,20,38,10,75,1.594
3,14,27,15,75,0.216
4,14,27,15,75,0.357
5,14,27,15,75,0.493
6,14,27,15,75,0.641
7,14,27,15,75,0.809
8,14,27,15,75,0.988
9,14,27,15,75,1.17
10,14,27,15,75,1.369
11,14,27,15,75,1.555
3,15,27,15,75,0.216
4,15,27,15,75,0.368
5,15,27,15,75,0.504
6,15,27,15,75,0.664
7,15,27,15,75,0.831
8,15,27,15,75,1.013
9,15,27,15,75,1.203
10,15,27,15,75,1.405
11,15,27,15,75,1.606
3,16,27,15,75,0.219
4,16,27,15,75,0.368
5,16,27,15,75,0.523
6,16,27,15,75,0.678
7,16,27,15,75,0.859
8,16,27,15,75,1.046
9,16,27,15,75,1.24
10,16,27,15,75,1.439
11,16,27,15,75,1.659
3,17,27,15,75,0.225
4,17,27,15,75,0.38
5,17,27,15,75,0.531
6,17,27,15,75,0.695
7,17,27,15,75,0.874
8,17,27,15,75,1.075
9,17,27,15,75,1.277
10,17,27,15,75,1.492
11,17,27,15,75,1.707
3,18,27,15,75,0.23
4,18,27,15,75,0.391
5,18,27,15,75,0.544
6,18,27,15,75,0.716
7,18,27,15,75,0.905
8,18,27,15,75,1.101
9,18,27,15,75,1.307
10,18,27,15,75,1.523
11,18,27,15,75,1.778
3,19,27,15,75,0.235
4,19,27,15,75,0.393
5,19,27,15,75,0.558
6,19,27,15,75,0.73
7,19,27,15,75,0.914
8,19,27,15,75,1.126
9,19,27,15,75,1.344
10,19,27,15,75,1.553
3,20,27,15,75,0.241
4,20,27,15,75,0.405
5,20,27,15,75,0.57
6,20,27,15,75,0.75
7,20,27,15,75,0.948
8,20,27,15,75,1.151
9,20,27,15,75,1.369
10,20,27,15,75,1.587
3,14,28,15,75,0.216
4,14,28,15,75,0.346
5,14,28,15,75,0.482
6,14,28,15,75,0.627
7,14,28,15,75,0.795
8,14,28,15,75,0.962
9,14,28,15,75,1.144
10,14,28,15,75,1.338
11,14,28,15,75,1.533
12,14,28,15,75,1.728
3,15,28,15,75,0.216
4,15,28,15,75,0.357
5,15,28,15,75,0.495
6,15,28,15,75,0.644
7,15,28,15,75,0.816
8,15,28,15,75,0.986
9,15,28,15,75,1.178
10,15,28,15,75,1.374
11,15,28,15,75,1.58
3,16,28,15,75,0.216
4,16,28,15,75,0.367
5,16,28,15,75,0.504
6,16,28,15,75,0.667
7,16,28,15,75,0.837
8,16,28,15,75,1.011
9,16,28,15,75,1.214
10,16,28,15,75,1.421
11,16,28,15,75,1.627
3,17,28,15,75,0.218
4,17,28,15,75,0.367
5,17,28,15,75,0.523
6,17,28,15,75,0.679
7,17,28,15,75,0.861
8,17,28,15,75,1.05
9,17,28,15,75,1.249
10,17,28,15,75,1.451
11,17,28,15,75,1.677
3,18,28,15,75,0.224
4,18,28,15,75,0.38
5,18,28,15,75,0.53
6,18,28,15,75,0.696
7,18,28,15,75,0.876
8,18,28,15,75,1.073
9,18,28,15,75,1.273
10,18,28,15,75,1.484
11,18,28,15,75,1.723
3,19,28,15,75,0.228
4,19,28,15,75,0.39
5,19,28,15,75,0.544
6,19,28,15,75,0.717
7,19,28,15,75,0.904
8,19,28,15,75,1.099
9,19,28,15,75,1.311
10,19,28,15,75,1.528
11,19,28,15,75,1.761
3,20,28,15,75,0.234
4,20,28,15,75,0.39
5,20,28,15,75,0.56
6,20,28,15,75,0.729
7,20,28,15,75,0.914
8,20,28,15,75,1.127
9,20,28,15,75,1.347
10,20,28,15,75,1.557
3,14,29,15,75,0.216
4,14,29,15,75,0.336
5,14,29,15,75,0.476
6,14,29,15,75,0.618
7,14,29,15,75,0.772
8,14,29,15,75,0.943
9,14,29,15,75,1.122
10,14,29,15,75,1.302
11,14,29,15,75,1.495
12,14,29,15,75,1.69
3,15,29,15,75,0.216
4,15,29,15,75,0.345
5,15,29,15,75,0.483
6,15,29,15,75,0.631
7,15,29,15,75,0.799
8,15,29,15,75,0.958
9,15,29,15,75,1.151
10,15,29,15,75,1.343
11,15,29,15,75,1.543
12,15,29,15,75,1.779
3,16,29,15,75,0.216
4,16,29,15,75,0.356
5,16,29,15,75,0.496
6,16,29,15,75,0.647
7,16,29,15,75,0.821
8,16,29,15,75,0.994
9,16,29,15,75,1.187
10,16,29,15,75,1.385
11,16,29,15,75,1.597
3,17,29,15,75,0.216
4,17,29,15,75,0.366
5,17,29,15,75,0.505
6,17,29,15,75,0.669
7,17,29,15,75,0.838
8,17,29,15,75,1.017
9,17,29,15,75,1.22
10,17,29,15,75,1.426
11,17,29,15,75,1.637
3,18,29,15,75,0.217
4,18,29,15,75,0.366
5,18,29,15,75,0.523
6,18,29,15,75,0.68
7,18,29,15,75,0.863
8,18,29,15,75,1.054
9,18,29,15,75,1.251
10,18,29,15,75,1.46
11,18,29,15,75,1.696
3,19,29,15,75,0.222
4,19,29,15,75,0.378
5,19,29,15,75,0.529
6,19,29,15,75,0.696
7,19,29,15,75,0.877
8,19,29,15,75,1.074
9,19,29,15,75,1.277
10,19,29,15,75,1.49
11,19,29,15,75,1.73
3,20,29,15,75,0.227
4,20,29,15,75,0.388
5,20,29,15,75,0.541
6,20,29,15,75,0.715
7,20,29,15,75,0.904
8,20,29,15,75,1.1
9,20,29,15,75,1.314
10,20,29,15,75,1.532
11,20,29,15,75,1.765
3,14,30,15,75,0.216
4,14,30,15,75,0.334
5,14,30,15,75,0.461
6,14,30,15,75,0.604
7,14,30,15,75,0.755
8,14,30,15,75,0.909
9,14,30,15,75,1.092
10,14,30,15,75,1.279
11,14,30,15,75,1.47
12,14,30,15,75,1.658
3,15,30,15,75,0.216
4,15,30,15,75,0.335
5,15,30,15,75,0.473
6,15,30,15,75,0.622
7,15,30,15,75,0.778
8,15,30,15,75,0.941
9,15,30,15,75,1.127
10,15,30,15,75,1.319
11,15,30,15,75,1.515
12,15,30,15,75,1.725
3,16,30,15,75,0.216
4,16,30,15,75,0.345
5,16,30,15,75,0.483
6,16,30,15,75,0.634
7,16,30,15,75,0.801
8,16,30,15,75,0.968
9,16,30,15,75,1.15
10,16,30,15,75,1.357
11,16,30,15,75,1.562
12,16,30,15,75,1.77
3,17,30,15,75,0.216
4,17,30,15,75,0.355
5,17,30,15,75,0.496
6,17,30,15,75,0.649
7,17,30,15,75,0.823
8,17,30,15,75,1
9,17,30,15,75,1.187
10,17,30,15,75,1.392
11,17,30,15,75,1.606
3,18,30,15,75,0.216
4,18,30,15,75,0.364
5,18,30,15,75,0.504
6,18,30,15,75,0.669
7,18,30,15,75,0.84
8,18,30,15,75,1.021
9,18,30,15,75,1.225
10,18,30,15,75,1.427
11,18,30,15,75,1.626
3,19,30,15,75,0.216
4,19,30,15,75,0.364
5,19,30,15,75,0.521
6,19,30,15,75,0.68
7,19,30,15,75,0.863
8,19,30,15,75,1.056
9,19,30,15,75,1.255
10,19,30,15,75,1.466
11,19,30,15,75,1.692
3,20,30,15,75,0.22
4,20,30,15,75,0.375
5,20,30,15,75,0.527
6,20,30,15,75,0.694
7,20,30,15,75,0.876
8,20,30,15,75,1.074
9,20,30,15,75,1.279
10,20,30,15,75,1.494
11,20,30,15,75,1.703
3,14,31,15,75,0.216
4,14,31,15,75,0.324
5,14,31,15,75,0.451
6,14,31,15,75,0.591
7,14,31,15,75,0.741
8,14,31,15,75,0.899
9,14,31,15,75,1.072
10,14,31,15,75,1.25
11,14,31,15,75,1.437
12,14,31,15,75,1.626
3,15,31,15,75,0.216
4,15,31,15,75,0.333
5,15,31,15,75,0.462
6,15,31,15,75,0.606
7,15,31,15,75,0.761
8,15,31,15,75,0.917
9,15,31,15,75,1.099
10,15,31,15,75,1.283
11,15,31,15,75,1.483
12,15,31,15,75,1.681
3,16,31,15,75,0.216
4,16,31,15,75,0.334
5,16,31,15,75,0.474
6,16,31,15,75,0.622
7,16,31,15,75,0.775
8,16,31,15,75,0.948
9,16,31,15,75,1.129
10,16,31,15,75,1.318
11,16,31,15,75,1.526
12,16,31,15,75,1.739
3,17,31,15,75,0.216
4,17,31,15,75,0.344
5,17,31,15,75,0.482
6,17,31,15,75,0.635
7,17,31,15,75,0.804
8,17,31,15,75,0.971
9,17,31,15,75,1.158
10,17,31,15,75,1.36
11,17,31,15,75,1.545
12,17,31,15,75,1.787
3,18,31,15,75,0.216
4,18,31,15,75,0.354
5,18,31,15,75,0.495
6,18,31,15,75,0.649
7,18,31,15,75,0.824
8,18,31,15,75,1.003
9,18,31,15,75,1.191
10,18,31,15,75,1.399
11,18,31,15,75,1.588
3,19,31,15,75,0.216
4,19,31,15,75,0.363
5,19,31,15,75,0.503
6,19,31,15,75,0.668
7,19,31,15,75,0.84
8,19,31,15,75,1.022
9,19,31,15,75,1.221
10,19,31,15,75,1.432
11,19,31,15,75,1.626
3,20,31,15,75,0.216
4,20,31,15,75,0.362
5,20,31,15,75,0.519
6,20,31,15,75,0.678
7,20,31,15,75,0.863
8,20,31,15,75,1.056
9,20,31,15,75,1.256
10,20,31,15,75,1.468
11,20,31,15,75,1.694
3,14,32,15,75,0.216
4,14,32,15,75,0.314
5,14,32,15,75,0.441
6,14,32,15,75,0.58
7,14,32,15,75,0.723
8,14,32,15,75,0.872
9,14,32,15,75,1.047
10,14,32,15,75,1.22
11,14,32,15,75,1.396
12,14,32,15,75,1.594
3,15,32,15,75,0.216
4,15,32,15,75,0.323
5,15,32,15,75,0.451
6,15,32,15,75,0.594
7,15,32,15,75,0.742
8,15,32,15,75,0.882
9,15,32,15,75,1.074
10,15,32,15,75,1.26
11,15,32,15,75,1.433
12,15,32,15,75,1.645
3,16,32,15,75,0.216
4,16,32,15,75,0.332
5,16,32,15,75,0.462
6,16,32,15,75,0.607
7,16,32,15,75,0.758
8,16,32,15,75,0.924
9,16,32,15,75,1.103
10,16,32,15,75,1.295
11,16,32,15,75,1.491
12,16,32,15,75,1.698
3,17,32,15,75,0.216
4,17,32,15,75,0.333
5,17,32,15,75,0.473
6,17,32,15,75,0.623
7,17,32,15,75,0.778
8,17,32,15,75,0.952
9,17,32,15,75,1.136
10,17,32,15,75,1.327
11,17,32,15,75,1.524
12,17,32,15,75,1.719
3,18,32,15,75,0.216
4,18,32,15,75,0.342
5,18,32,15,75,0.481
6,18,32,15,75,0.634
7,18,32,15,75,0.795
8,18,32,15,75,0.973
9,18,32,15,75,1.162
10,18,32,15,75,1.366
11,18,32,15,75,1.559
3,19,32,15,75,0.216
4,19,32,15,75,0.351
5,19,32,15,75,0.494
6,19,32,15,75,0.648
7,19,32,15,75,0.824
8,19,32,15,75,1.004
9,19,32,15,75,1.194
10,19,32,15,75,1.391
11,19,32,15,75,1.605
3,20,32,15,75,0.216
4,20,32,15,75,0.36
5,20,32,15,75,0.507
6,20,32,15,75,0.666
7,20,32,15,75,0.839
8,20,32,15,75,1.022
9,20,32,15,75,1.222
10,20,32,15,75,1.434
11,20,32,15,75,1.634
3,14,33,15,75,0.216
4,14,33,15,75,0.304
5,14,33,15,75,0.429
6,14,33,15,75,0.566
7,14,33,15,75,0.706
8,14,33,15,75,0.861
9,14,33,15,75,1.01
10,14,33,15,75,1.194
11,14,33,15,75,1.362
12,14,33,15,75,1.557
3,15,33,15,75,0.216
4,15,33,15,75,0.313
5,15,33,15,75,0.441
6,15,33,15,75,0.573
7,15,33,15,75,0.727
8,15,33,15,75,0.879
9,15,33,15,75,1.054
10,15,33,15,75,1.226
11,15,33,15,75,1.413
12,15,33,15,75,1.607
3,16,33,15,75,0.216
4,16,33,15,75,0.323
5,16,33,15,75,0.451
6,16,33,15,75,0.594
7,16,33,15,75,0.746
8,16,33,15,75,0.888
9,16,33,15,75,1.082
10,16,33,15,75,1.261
11,16,33,15,75,1.447
12,16,33,15,75,1.63
3,17,33,15,75,0.216
4,17,33,15,75,0.331
5,17,33,15,75,0.461
6,17,33,15,75,0.608
7,17,33,15,75,0.761
8,17,33,15,75,0.928
9,17,33,15,75,1.109
10,17,33,15,75,1.297
11,17,33,15,75,1.484
12,17,33,15,75,1.686
3,18,33,15,75,0.216
4,18,33,15,75,0.34
5,18,33,15,75,0.475
6,18,33,15,75,0.622
7,18,33,15,75,0.779
8,18,33,15,75,0.955
9,18,33,15,75,1.135
10,18,33,15,75,1.334
11,18,33,15,75,1.532
12,18,33,15,75,1.778
3,19,33,15,75,0.216
4,19,33,15,75,0.34
5,19,33,15,75,0.484
6,19,33,15,75,0.633
7,19,33,15,75,0.795
8,19,33,15,75,0.974
9,19,33,15,75,1.164
10,19,33,15,75,1.357
11,19,33,15,75,1.565
3,20,33,15,75,0.215
4,20,33,15,75,0.349
5,20,33,15,75,0.491
6,20,33,15,75,0.646
7,20,33,15,75,0.823
8,20,33,15,75,1.003
9,20,33,15,75,1.195
10,20,33,15,75,1.392
11,20,33,15,75,1.605
3,14,34,15,75,0.216
4,14,34,15,75,0.294
5,14,34,15,75,0.415
6,14,34,15,75,0.552
7,14,34,15,75,0.692
8,14,34,15,75,0.84
9,14,34,15,75,0.994
10,14,34,15,75,1.156
11,14,34,15,75,1.341
12,14,34,15,75,1.521
3,15,34,15,75,0.216
4,15,34,15,75,0.303
5,15,34,15,75,0.43
6,15,34,15,75,0.567
7,15,34,15,75,0.709
8,15,34,15,75,0.864
9,15,34,15,75,1.02
10,15,34,15,75,1.198
11,15,34,15,75,1.379
12,15,34,15,75,1.554
3,16,34,15,75,0.216
4,16,34,15,75,0.313
5,16,34,15,75,0.441
6,16,34,15,75,0.574
7,16,34,15,75,0.729
8,16,34,15,75,0.885
9,16,34,15,75,1.057
10,16,34,15,75,1.237
11,16,34,15,75,1.42
12,16,34,15,75,1.6
3,17,34,15,75,0.216
4,17,34,15,75,0.32
5,17,34,15,75,0.45
6,17,34,15,75,0.594
7,17,34,15,75,0.748
8,17,34,15,75,0.892
9,17,34,15,75,1.076
10,17,34,15,75,1.269
11,17,34,15,75,1.458
12,17,34,15,75,1.649
3,18,34,15,75,0.216
4,18,34,15,75,0.33
5,18,34,15,75,0.463
6,18,34,15,75,0.608
7,18,34,15,75,0.761
8,18,34,15,75,0.929
9,18,34,15,75,1.112
10,18,34,15,75,1.302
11,18,34,15,75,1.491
12,18,34,15,75,1.688
3,19,34,15,75,0.216
4,19,34,15,75,0.338
5,19,34,15,75,0.473
6,19,34,15,75,0.621
7,19,34,15,75,0.778
8,19,34,15,75,0.954
9,19,34,15,75,1.136
10,19,34,15,75,1.336
11,19,34,15,75,1.537
12,19,34,15,75,1.736
3,20,34,15,75,0.216
4,20,34,15,75,0.337
5,20,34,15,75,0.482
6,20,34,15,75,0.631
7,20,34,15,75,0.803
8,20,34,15,75,0.973
9,20,34,15,75,1.164
10,20,34,15,75,1.37
11,20,34,15,75,1.569
3,14,35,15,75,0.216
4,14,35,15,75,0.285
5,14,35,15,75,0.411
6,14,35,15,75,0.538
7,14,35,15,75,0.676
8,14,35,15,75,0.823
9,14,35,15,75,0.967
10,14,35,15,75,1.135
11,14,35,15,75,1.302
12,14,35,15,75,1.484
3,15,35,15,75,0.216
4,15,35,15,75,0.293
5,15,35,15,75,0.415
6,15,35,15,75,0.554
7,15,35,15,75,0.693
8,15,35,15,75,0.843
9,15,35,15,75,1.001
10,15,35,15,75,1.168
11,15,35,15,75,1.344
12,15,35,15,75,1.525
3,16,35,15,75,0.216
4,16,35,15,75,0.302
5,16,35,15,75,0.429
6,16,35,15,75,0.568
7,16,35,15,75,0.711
8,16,35,15,75,0.864
9,16,35,15,75,1.027
10,16,35,15,75,1.198
11,16,35,15,75,1.386
12,16,35,15,75,1.569
3,17,35,15,75,0.216
4,17,35,15,75,0.31
5,17,35,15,75,0.439
6,17,35,15,75,0.582
7,17,35,15,75,0.72
8,17,35,15,75,0.888
9,17,35,15,75,1.054
10,17,35,15,75,1.235
11,17,35,15,75,1.428
12,17,35,15,75,1.615
3,18,35,15,75,0.216
4,18,35,15,75,0.319
5,18,35,15,75,0.448
6,18,35,15,75,0.593
7,18,35,15,75,0.748
8,18,35,15,75,0.893
9,18,35,15,75,1.079
10,18,35,15,75,1.27
11,18,35,15,75,1.464
12,18,35,15,75,1.659
3,19,35,15,75,0.216
4,19,35,15,75,0.327
5,19,35,15,75,0.461
6,19,35,15,75,0.606
7,19,35,15,75,0.76
8,19,35,15,75,0.929
9,19,35,15,75,1.113
10,19,35,15,75,1.304
11,19,35,15,75,1.495
12,19,35,15,75,1.714
3,20,35,15,75,0.216
4,20,35,15,75,0.335
5,20,35,15,75,0.471
6,20,35,15,75,0.621
7,20,35,15,75,0.776
8,20,35,15,75,0.953
9,20,35,15,75,1.14
10,20,35,15,75,1.336
11,20,35,15,75,1.538
12,20,35,15,75,1.749
3,14,36,15,75,0.216
4,14,36,15,75,0.276
5,14,36,15,75,0.397
6,14,36,15,75,0.527
7,14,36,15,75,0.66
8,14,36,15,75,0.804
9,14,36,15,75,0.949
10,14,36,15,75,1.11
11,14,36,15,75,1.279
12,14,36,15,75,1.44
3,15,36,15,75,0.216
4,15,36,15,75,0.283
5,15,36,15,75,0.411
6,15,36,15,75,0.541
7,15,36,15,75,0.678
8,15,36,15,75,0.815
9,15,36,15,75,0.974
10,15,36,15,75,1.14
11,15,36,15,75,1.316
12,15,36,15,75,1.484
3,16,36,15,75,0.216
4,16,36,15,75,0.292
5,16,36,15,75,0.415
6,16,36,15,75,0.554
7,16,36,15,75,0.695
8,16,36,15,75,0.846
9,16,36,15,75,1.007
10,16,36,15,75,1.176
11,16,36,15,75,1.356
12,16,36,15,75,1.54
3,17,36,15,75,0.216
4,17,36,15,75,0.3
5,17,36,15,75,0.428
6,17,36,15,75,0.567
7,17,36,15,75,0.712
8,17,36,15,75,0.867
9,17,36,15,75,1.031
10,17,36,15,75,1.204
11,17,36,15,75,1.394
12,17,36,15,75,1.579
3,18,36,15,75,0.216
4,18,36,15,75,0.308
5,18,36,15,75,0.441
6,18,36,15,75,0.581
7,18,36,15,75,0.72
8,18,36,15,75,0.889
9,18,36,15,75,1.056
10,18,36,15,75,1.239
11,18,36,15,75,1.427
12,18,36,15,75,1.615
3,19,36,15,75,0.216
4,19,36,15,75,0.317
5,19,36,15,75,0.451
6,19,36,15,75,0.591
7,19,36,15,75,0.746
8,19,36,15,75,0.892
9,19,36,15,75,1.079
10,19,36,15,75,1.271
11,19,36,15,75,1.466
12,19,36,15,75,1.68
3,20,36,15,75,0.216
4,20,36,15,75,0.324
5,20,36,15,75,0.458
6,20,36,15,75,0.603
7,20,36,15,75,0.757
8,20,36,15,75,0.928
9,20,36,15,75,1.111
