L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
8,17,37,5,75,0.774
9,17,37,5,75,0.926
10,17,37,5,75,1.1
11,17,37,5,75,1.277
12,17,37,5,75,1.456
3,18,37,5,75,0.212
4,18,37,5,75,0.236
5,18,37,5,75,0.367
6,18,37,5,75,0.503
7,18,37,5,75,0.644
8,18,37,5,75,0.798
9,18,37,5,75,0.96
10,18,37,5,75,1.128
11,18,37,5,75,1.317
12,18,37,5,75,1.5
3,19,37,5,75,0.212
4,19,37,5,75,0.245
5,19,37,5,75,0.381
6,19,37,5,75,0.515
7,19,37,5,75,0.66
8,19,37,5,75,0.822
9,19,37,5,75,0.989
10,19,37,5,75,1.161
11,19,37,5,75,1.354
12,19,37,5,75,1.544
3,20,37,5,75,0.212
4,20,37,5,75,0.253
5,20,37,5,75,0.396
6,20,37,5,75,0.526
7,20,37,5,75,0.675
8,20,37,5,75,0.842
9,20,37,5,75,1.014
10,20,37,5,75,1.198
11,20,37,5,75,1.392
12,20,37,5,75,1.592
3,14,38,5,75,0.212
4,14,38,5,75,0.223
5,14,38,5,75,0.318
6,14,38,5,75,0.43
7,14,38,5,75,0.554
8,14,38,5,75,0.677
9,14,38,5,75,0.822
10,14,38,5,75,0.968
11,14,38,5,75,1.125
12,14,38,5,75,1.282
3,15,38,5,75,0.212
4,15,38,5,75,0.223
5,15,38,5,75,0.333
6,15,38,5,75,0.447
7,15,38,5,75,0.571
8,15,38,5,75,0.703
9,15,38,5,75,0.851
10,15,38,5,75,1.003
11,15,38,5,75,1.158
12,15,38,5,75,1.333
3,16,38,5,75,0.211
4,16,38,5,75,0.222
5,16,38,5,75,0.337
6,16,38,5,75,0.462
7,16,38,5,75,0.589
8,16,38,5,75,0.722
9,16,38,5,75,0.873
10,16,38,5,75,1.039
11,16,38,5,75,1.198
12,16,38,5,75,1.378
3,17,38,5,75,0.212
4,17,38,5,75,0.223
5,17,38,5,75,0.352
6,17,38,5,75,0.474
7,17,38,5,75,0.604
8,17,38,5,75,0.754
9,17,38,5,75,0.888
10,17,38,5,75,1.074
11,17,38,5,75,1.244
12,17,38,5,75,1.425
3,18,38,5,75,0.212
4,18,38,5,75,0.229
5,18,38,5,75,0.365
6,18,38,5,75,0.488
7,18,38,5,75,0.619
8,18,38,5,75,0.775
9,18,38,5,75,0.933
10,18,38,5,75,1.104
11,18,38,5,75,1.276
12,18,38,5,75,1.469
3,19,38,5,75,0.212
4,19,38,5,75,0.237
5,19,38,5,75,0.368
6,19,38,5,75,0.505
7,19,38,5,75,0.647
8,19,38,5,75,0.8
9,19,38,5,75,0.961
10,19,38,5,75,1.135
11,19,38,5,75,1.321
12,19,38,5,75,1.509
3,20,38,5,75,0.212
4,20,38,5,75,0.245
5,20,38,5,75,0.381
6,20,38,5,75,0.517
7,20,38,5,75,0.661
8,20,38,5,75,0.823
9,20,38,5,75,0.992
10,20,38,5,75,1.166
11,20,38,5,75,1.358
12,20,38,5,75,1.55
3,14,27,10,75,0.212
4,14,27,10,75,0.324
5,14,27,10,75,0.463
6,14,27,10,75,0.608
7,14,27,10,75,0.772
8,14,27,10,75,0.946
9,14,27,10,75,1.131
10,14,27,10,75,1.323
11,14,27,10,75,1.513
12,14,27,10,75,1.742
3,15,27,10,75,0.212
4,15,27,10,75,0.337
5,15,27,10,75,0.476
6,15,27,10,75,0.623
7,15,27,10,75,0.798
8,15,27,10,75,0.966
9,15,27,10,75,1.159
10,15,27,10,75,1.368
11,15,27,10,75,1.566
3,16,27,10,75,0.212
4,16,27,10,75,0.341
5,16,27,10,75,0.49
6,16,27,10,75,0.643
7,16,27,10,75,0.823
8,16,27,10,75,1.007
9,16,27,10,75,1.194
10,16,27,10,75,1.406
11,16,27,10,75,1.623
3,17,27,10,75,0.212
4,17,27,10,75,0.354
5,17,27,10,75,0.506
6,17,27,10,75,0.667
7,17,27,10,75,0.845
8,17,27,10,75,1.035
9,17,27,10,75,1.234
10,17,27,10,75,1.442
11,17,27,10,75,1.676
3,18,27,10,75,0.212
4,18,27,10,75,0.367
5,18,27,10,75,0.516
6,18,27,10,75,0.682
7,18,27,10,75,0.87
8,18,27,10,75,1.064
9,18,27,10,75,1.273
10,18,27,10,75,1.48
11,18,27,10,75,1.718
3,19,27,10,75,0.212
4,19,27,10,75,0.368
5,19,27,10,75,0.525
6,19,27,10,75,0.7
7,19,27,10,75,0.893
8,19,27,10,75,1.09
9,19,27,10,75,1.304
10,19,27,10,75,1.528
11,19,27,10,75,1.778
3,20,27,10,75,0.214
4,20,27,10,75,0.381
5,20,27,10,75,0.54
6,20,27,10,75,0.71
7,20,27,10,75,0.898
8,20,27,10,75,1.122
9,20,27,10,75,1.344
10,20,27,10,75,1.563
3,14,28,10,75,0.212
4,14,28,10,75,0.313
5,14,28,10,75,0.447
6,14,28,10,75,0.595
7,14,28,10,75,0.755
8,14,28,10,75,0.912
9,14,28,10,75,1.101
10,14,28,10,75,1.292
11,14,28,10,75,1.493
12,14,28,10,75,1.677
3,15,28,10,75,0.213
4,15,28,10,75,0.327
5,15,28,10,75,0.464
6,15,28,10,75,0.615
7,15,28,10,75,0.777
8,15,28,10,75,0.949
9,15,28,10,75,1.138
10,15,28,10,75,1.336
11,15,28,10,75,1.541
3,16,28,10,75,0.212
4,16,28,10,75,0.338
5,16,28,10,75,0.479
6,16,28,10,75,0.63
7,16,28,10,75,0.804
8,16,28,10,75,0.979
9,16,28,10,75,1.175
10,16,28,10,75,1.375
11,16,28,10,75,1.59
3,17,28,10,75,0.212
4,17,28,10,75,0.342
5,17,28,10,75,0.488
6,17,28,10,75,0.649
7,17,28,10,75,0.816
8,17,28,10,75,1.007
9,17,28,10,75,1.207
10,17,28,10,75,1.417
11,17,28,10,75,1.643
3,18,28,10,75,0.212
4,18,28,10,75,0.354
5,18,28,10,75,0.505
6,18,28,10,75,0.671
7,18,28,10,75,0.849
8,18,28,10,75,1.04
9,18,28,10,75,1.246
10,18,28,10,75,1.457
11,18,28,10,75,1.694
3,19,28,10,75,0.212
4,19,28,10,75,0.367
5,19,28,10,75,0.517
6,19,28,10,75,0.684
7,19,28,10,75,0.859
8,19,28,10,75,1.07
9,19,28,10,75,1.271
10,19,28,10,75,1.491
11,19,28,10,75,1.724
3,20,28,10,75,0.212
4,20,28,10,75,0.368
5,20,28,10,75,0.525
6,20,28,10,75,0.702
7,20,28,10,75,0.891
8,20,28,10,75,1.094
9,20,28,10,75,1.311
10,20,28,10,75,1.538
3,14,29,10,75,0.212
4,14,29,10,75,0.304
5,14,29,10,75,0.44
6,14,29,10,75,0.577
7,14,29,10,75,0.733
8,14,29,10,75,0.904
9,14,29,10,75,1.076
10,14,29,10,75,1.26
11,14,29,10,75,1.451
12,14,29,10,75,1.645
3,15,29,10,75,0.212
4,15,29,10,75,0.316
5,15,29,10,75,0.451
6,15,29,10,75,0.599
7,15,29,10,75,0.761
8,15,29,10,75,0.927
9,15,29,10,75,1.113
10,15,29,10,75,1.3
11,15,29,10,75,1.502
12,15,29,10,75,1.739
3,16,29,10,75,0.212
4,16,29,10,75,0.327
5,16,29,10,75,0.467
6,16,29,10,75,0.62
7,16,29,10,75,0.779
8,16,29,10,75,0.957
9,16,29,10,75,1.149
10,16,29,10,75,1.343
11,16,29,10,75,1.553
12,16,29,10,75,1.777
3,17,29,10,75,0.212
4,17,29,10,75,0.34
5,17,29,10,75,0.481
6,17,29,10,75,0.634
7,17,29,10,75,0.8
8,17,29,10,75,0.99
9,17,29,10,75,1.183
10,17,29,10,75,1.386
11,17,29,10,75,1.603
3,18,29,10,75,0.212
4,18,29,10,75,0.342
5,18,29,10,75,0.49
6,18,29,10,75,0.651
7,18,29,10,75,0.821
8,18,29,10,75,1.015
9,18,29,10,75,1.218
10,18,29,10,75,1.43
11,18,29,10,75,1.65
3,19,29,10,75,0.212
4,19,29,10,75,0.354
5,19,29,10,75,0.506
6,19,29,10,75,0.673
7,19,29,10,75,0.848
8,19,29,10,75,1.046
9,19,29,10,75,1.252
10,19,29,10,75,1.467
11,19,29,10,75,1.667
3,20,29,10,75,0.212
4,20,29,10,75,0.366
5,20,29,10,75,0.518
6,20,29,10,75,0.685
7,20,29,10,75,0.861
8,20,29,10,75,1.073
9,20,29,10,75,1.276
10,20,29,10,75,1.499
11,20,29,10,75,1.734
3,14,30,10,75,0.212
4,14,30,10,75,0.295
5,14,30,10,75,0.425
6,14,30,10,75,0.567
7,14,30,10,75,0.719
8,14,30,10,75,0.875
9,14,30,10,75,1.057
10,14,30,10,75,1.237
11,14,30,10,75,1.425
12,14,30,10,75,1.621
3,15,30,10,75,0.212
4,15,30,10,75,0.305
5,15,30,10,75,0.441
6,15,30,10,75,0.584
7,15,30,10,75,0.743
8,15,30,10,75,0.891
9,15,30,10,75,1.081
10,15,30,10,75,1.277
11,15,30,10,75,1.472
12,15,30,10,75,1.684
3,16,30,10,75,0.212
4,16,30,10,75,0.316
5,16,30,10,75,0.454
6,16,30,10,75,0.604
7,16,30,10,75,0.762
8,16,30,10,75,0.936
9,16,30,10,75,1.124
10,16,30,10,75,1.319
11,16,30,10,75,1.519
12,16,30,10,75,1.735
3,17,30,10,75,0.212
4,17,30,10,75,0.328
5,17,30,10,75,0.469
6,17,30,10,75,0.622
7,17,30,10,75,0.789
8,17,30,10,75,0.966
9,17,30,10,75,1.155
10,17,30,10,75,1.357
11,17,30,10,75,1.548
3,18,30,10,75,0.212
4,18,30,10,75,0.341
5,18,30,10,75,0.481
6,18,30,10,75,0.637
7,18,30,10,75,0.806
8,18,30,10,75,0.988
9,18,30,10,75,1.19
10,18,30,10,75,1.396
11,18,30,10,75,1.598
3,19,30,10,75,0.212
4,19,30,10,75,0.342
5,19,30,10,75,0.491
6,19,30,10,75,0.653
7,19,30,10,75,0.825
8,19,30,10,75,1.009
9,19,30,10,75,1.222
10,19,30,10,75,1.434
11,19,30,10,75,1.64
3,20,30,10,75,0.212
4,20,30,10,75,0.353
5,20,30,10,75,0.506
6,20,30,10,75,0.67
7,20,30,10,75,0.85
8,20,30,10,75,1.046
9,20,30,10,75,1.253
10,20,30,10,75,1.467
11,20,30,10,75,1.678
3,14,31,10,75,0.212
4,14,31,10,75,0.285
5,14,31,10,75,0.421
6,14,31,10,75,0.555
7,14,31,10,75,0.698
8,14,31,10,75,0.861
9,14,31,10,75,1.024
10,14,31,10,75,1.2
11,14,31,10,75,1.394
12,14,31,10,75,1.576
3,15,31,10,75,0.212
4,15,31,10,75,0.296
5,15,31,10,75,0.429
6,15,31,10,75,0.573
7,15,31,10,75,0.715
8,15,31,10,75,0.889
9,15,31,10,75,1.061
10,15,31,10,75,1.247
11,15,31,10,75,1.421
12,15,31,10,75,1.642
3,16,31,10,75,0.212
4,16,31,10,75,0.306
5,16,31,10,75,0.443
6,16,31,10,75,0.59
7,16,31,10,75,0.745
8,16,31,10,75,0.902
9,16,31,10,75,1.095
10,16,31,10,75,1.283
11,16,31,10,75,1.485
12,16,31,10,75,1.683
3,17,31,10,75,0.212
4,17,31,10,75,0.317
5,17,31,10,75,0.456
6,17,31,10,75,0.608
7,17,31,10,75,0.768
8,17,31,10,75,0.945
9,17,31,10,75,1.13
10,17,31,10,75,1.319
11,17,31,10,75,1.522
12,17,31,10,75,1.736
3,18,31,10,75,0.212
4,18,31,10,75,0.328
5,18,31,10,75,0.47
6,18,31,10,75,0.624
7,18,31,10,75,0.793
8,18,31,10,75,0.959
9,18,31,10,75,1.153
10,18,31,10,75,1.364
11,18,31,10,75,1.563
3,19,31,10,75,0.212
4,19,31,10,75,0.339
5,19,31,10,75,0.482
6,19,31,10,75,0.638
7,19,31,10,75,0.809
8,19,31,10,75,0.992
9,19,31,10,75,1.188
10,19,31,10,75,1.391
11,19,31,10,75,1.608
3,20,31,10,75,0.212
4,20,31,10,75,0.341
5,20,31,10,75,0.49
6,20,31,10,75,0.653
7,20,31,10,75,0.827
8,20,31,10,75,1.012
9,20,31,10,75,1.219
10,20,31,10,75,1.439
11,20,31,10,75,1.642
3,14,32,10,75,0.212
4,14,32,10,75,0.277
5,14,32,10,75,0.408
6,14,32,10,75,0.537
7,14,32,10,75,0.682
8,14,32,10,75,0.84
9,14,32,10,75,1.005
10,14,32,10,75,1.175
11,14,32,10,75,1.359
12,14,32,10,75,1.544
3,15,32,10,75,0.212
4,15,32,10,75,0.287
5,15,32,10,75,0.414
6,15,32,10,75,0.558
7,15,32,10,75,0.707
8,15,32,10,75,0.869
9,15,32,10,75,1.039
10,15,32,10,75,1.219
11,15,32,10,75,1.401
12,15,32,10,75,1.606
3,16,32,10,75,0.212
4,16,32,10,75,0.297
5,16,32,10,75,0.431
6,16,32,10,75,0.577
7,16,32,10,75,0.722
8,16,32,10,75,0.893
9,16,32,10,75,1.073
10,16,32,10,75,1.259
11,16,32,10,75,1.441
12,16,32,10,75,1.642
3,17,32,10,75,0.212
4,17,32,10,75,0.306
5,17,32,10,75,0.445
6,17,32,10,75,0.593
7,17,32,10,75,0.751
8,17,32,10,75,0.911
9,17,32,10,75,1.101
10,17,32,10,75,1.296
11,17,32,10,75,1.484
12,17,32,10,75,1.708
3,18,32,10,75,0.212
4,18,32,10,75,0.317
5,18,32,10,75,0.457
6,18,32,10,75,0.61
7,18,32,10,75,0.772
8,18,32,10,75,0.951
9,18,32,10,75,1.13
10,18,32,10,75,1.33
11,18,32,10,75,1.536
12,18,32,10,75,1.76
3,19,32,10,75,0.212
4,19,32,10,75,0.328
5,19,32,10,75,0.47
6,19,32,10,75,0.614
7,19,32,10,75,0.794
8,19,32,10,75,0.962
9,19,32,10,75,1.159
10,19,32,10,75,1.358
11,19,32,10,75,1.572
3,20,32,10,75,0.212
4,20,32,10,75,0.339
5,20,32,10,75,0.482
6,20,32,10,75,0.638
7,20,32,10,75,0.811
8,20,32,10,75,0.994
9,20,32,10,75,1.192
10,20,32,10,75,1.396
11,20,32,10,75,1.611
3,14,33,10,75,0.212
4,14,33,10,75,0.268
5,14,33,10,75,0.394
6,14,33,10,75,0.53
7,14,33,10,75,0.67
8,14,33,10,75,0.822
9,14,33,10,75,0.976
10,14,33,10,75,1.152
11,14,33,10,75,1.324
12,14,33,10,75,1.515
3,15,33,10,75,0.212
4,15,33,10,75,0.278
5,15,33,10,75,0.409
6,15,33,10,75,0.542
7,15,33,10,75,0.691
8,15,33,10,75,0.847
9,15,33,10,75,1.009
10,15,33,10,75,1.191
11,15,33,10,75,1.367
12,15,33,10,75,1.547
3,16,33,10,75,0.212
4,16,33,10,75,0.287
5,16,33,10,75,0.415
6,16,33,10,75,0.562
7,16,33,10,75,0.713
8,16,33,10,75,0.863
9,16,33,10,75,1.045
10,16,33,10,75,1.225
11,16,33,10,75,1.42
12,16,33,10,75,1.6
3,17,33,10,75,0.213
4,17,33,10,75,0.296
5,17,33,10,75,0.433
6,17,33,10,75,0.57
7,17,33,10,75,0.727
8,17,33,10,75,0.899
9,17,33,10,75,1.075
10,17,33,10,75,1.261
11,17,33,10,75,1.457
12,17,33,10,75,1.657
3,18,33,10,75,0.212
4,18,33,10,75,0.306
5,18,33,10,75,0.446
6,18,33,10,75,0.594
7,18,33,10,75,0.754
8,18,33,10,75,0.915
9,18,33,10,75,1.108
10,18,33,10,75,1.3
11,18,33,10,75,1.495
12,18,33,10,75,1.727
3,19,33,10,75,0.212
4,19,33,10,75,0.317
5,19,33,10,75,0.457
6,19,33,10,75,0.605
7,19,33,10,75,0.762
8,19,33,10,75,0.943
9,19,33,10,75,1.135
10,19,33,10,75,1.336
11,19,33,10,75,1.544
12,19,33,10,75,1.755
3,20,33,10,75,0.212
4,20,33,10,75,0.328
5,20,33,10,75,0.47
6,20,33,10,75,0.614
7,20,33,10,75,0.795
8,20,33,10,75,0.964
9,20,33,10,75,1.161
10,20,33,10,75,1.362
11,20,33,10,75,1.581
3,14,34,10,75,0.212
4,14,34,10,75,0.259
5,14,34,10,75,0.391
6,14,34,10,75,0.514
7,14,34,10,75,0.649
8,14,34,10,75,0.801
9,14,34,10,75,0.956
10,14,34,10,75,1.125
11,14,34,10,75,1.294
12,14,34,10,75,1.481
3,15,34,10,75,0.212
4,15,34,10,75,0.268
5,15,34,10,75,0.396
6,15,34,10,75,0.527
7,15,34,10,75,0.674
8,15,34,10,75,0.818
9,15,34,10,75,0.99
10,15,34,10,75,1.153
11,15,34,10,75,1.342
12,15,34,10,75,1.519
3,16,34,10,75,0.212
4,16,34,10,75,0.278
5,16,34,10,75,0.411
6,16,34,10,75,0.546
7,16,34,10,75,0.695
8,16,34,10,75,0.851
9,16,34,10,75,1.011
10,16,34,10,75,1.196
11,16,34,10,75,1.381
12,16,34,10,75,1.569
3,17,34,10,75,0.209
4,17,34,10,75,0.287
5,17,34,10,75,0.417
6,17,34,10,75,0.565
7,17,34,10,75,0.712
8,17,34,10,75,0.87
9,17,34,10,75,1.054
10,17,34,10,75,1.236
11,17,34,10,75,1.428
12,17,34,10,75,1.614
3,18,34,10,75,0.212
4,18,34,10,75,0.296
5,18,34,10,75,0.433
6,18,34,10,75,0.572
7,18,34,10,75,0.731
8,18,34,10,75,0.879
9,18,34,10,75,1.082
10,18,34,10,75,1.271
11,18,34,10,75,1.468
12,18,34,10,75,1.667
3,19,34,10,75,0.212
4,19,34,10,75,0.305
5,19,34,10,75,0.446
6,19,34,10,75,0.595
7,19,34,10,75,0.756
8,19,34,10,75,0.918
9,19,34,10,75,1.108
10,19,34,10,75,1.305
11,19,34,10,75,1.504
12,19,34,10,75,1.739
3,20,34,10,75,0.212
4,20,34,10,75,0.315
5,20,34,10,75,0.456
6,20,34,10,75,0.605
7,20,34,10,75,0.763
8,20,34,10,75,0.944
9,20,34,10,75,1.138
10,20,34,10,75,1.34
11,20,34,10,75,1.539
12,20,34,10,75,1.772
3,14,35,10,75,0.212
4,14,35,10,75,0.252
5,14,35,10,75,0.378
6,14,35,10,75,0.505
7,14,35,10,75,0.634
8,14,35,10,75,0.775
9,14,35,10,75,0.936
10,14,35,10,75,1.095
11,14,35,10,75,1.265
12,14,35,10,75,1.428
3,15,35,10,75,0.212
4,15,35,10,75,0.26
5,15,35,10,75,0.392
6,15,35,10,75,0.518
7,15,35,10,75,0.656
8,15,35,10,75,0.802
9,15,35,10,75,0.965
10,15,35,10,75,1.128
11,15,35,10,75,1.306
12,15,35,10,75,1.479
3,16,35,10,75,0.212
4,16,35,10,75,0.269
5,16,35,10,75,0.397
6,16,35,10,75,0.531
7,16,35,10,75,0.67
8,16,35,10,75,0.826
9,16,35,10,75,0.991
10,16,35,10,75,1.166
11,16,35,10,75,1.35
12,16,35,10,75,1.54
3,17,35,10,75,0.212
4,17,35,10,75,0.277
5,17,35,10,75,0.412
6,17,35,10,75,0.548
7,17,35,10,75,0.69
8,17,35,10,75,0.857
9,17,35,10,75,1.019
10,17,35,10,75,1.198
11,17,35,10,75,1.394
12,17,35,10,75,1.586
3,18,35,10,75,0.212
4,18,35,10,75,0.286
5,18,35,10,75,0.417
6,18,35,10,75,0.565
7,18,35,10,75,0.715
8,18,35,10,75,0.875
9,18,35,10,75,1.055
10,18,35,10,75,1.235
11,18,35,10,75,1.432
12,18,35,10,75,1.634
3,19,35,10,75,0.213
4,19,35,10,75,0.295
5,19,35,10,75,0.433
6,19,35,10,75,0.582
7,19,35,10,75,0.732
8,19,35,10,75,0.906
9,19,35,10,75,1.074
10,19,35,10,75,1.272
11,19,35,10,75,1.47
12,19,35,10,75,1.677
3,20,35,10,75,0.21
4,20,35,10,75,0.304
5,20,35,10,75,0.445
6,20,35,10,75,0.595
7,20,35,10,75,0.756
8,20,35,10,75,0.92
9,20,35,10,75,1.11
10,20,35,10,75,1.301
11,20,35,10,75,1.508
12,20,35,10,75,1.729
3,14,36,10,75,0.212
4,14,36,10,75,0.243
5,14,36,10,75,0.367
6,14,36,10,75,0.488
7,14,36,10,75,0.621
8,14,36,10,75,0.763
9,14,36,10,75,0.894
10,14,36,10,75,1.072
11,14,36,10,75,1.236
12,14,36,10,75,1.407
3,15,36,10,75,0.212
4,15,36,10,75,0.252
5,15,36,10,75,0.38
6,15,36,10,75,0.506
7,15,36,10,75,0.64
8,15,36,10,75,0.788
9,15,36,10,75,0.942
10,15,36,10,75,1.106
11,15,36,10,75,1.28
12,15,36,10,75,1.452
3,16,36,10,75,0.212
4,16,36,10,75,0.26
5,16,36,10,75,0.393
6,16,36,10,75,0.521
7,16,36,10,75,0.662
8,16,36,10,75,0.809
9,16,36,10,75,0.961
10,16,36,10,75,1.137
11,16,36,10,75,1.319
12,16,36,10,75,1.498
3,17,36,10,75,0.212
4,17,36,10,75,0.268
5,17,36,10,75,0.398
6,17,36,10,75,0.533
7,17,36,10,75,0.673
8,17,36,10,75,0.832
9,17,36,10,75,0.999
10,17,36,10,75,1.175
11,17,36,10,75,1.355
12,17,36,10,75,1.546
3,18,36,10,75,0.212
4,18,36,10,75,0.277
5,18,36,10,75,0.412
6,18,36,10,75,0.549
7,18,36,10,75,0.692
8,18,36,10,75,0.861
9,18,36,10,75,1.024
10,18,36,10,75,1.205
11,18,36,10,75,1.4
12,18,36,10,75,1.597
3,19,36,10,75,0.212
4,19,36,10,75,0.285
5,19,36,10,75,0.417
6,19,36,10,75,0.565
7,19,36,10,75,0.717
8,19,36,10,75,0.877
9,19,36,10,75,1.059
10,19,36,10,75,1.24
11,19,36,10,75,1.438
12,19,36,10,75,1.644
3,20,36,10,75,0.212
4,20,36,10,75,0.294
5,20,36,10,75,0.432
6,20,36,10,75,0.581
7,20,36,10,75,0.732
8,20,36,10,75,0.882
9,20,36,10,75,1.075
10,20,36,10,75,1.275
11,20,36,10,75,1.473
12,20,36,10,75,1.684
3,14,37,10,75,0.212
4,14,37,10,75,0.234
5,14,37,10,75,0.363
6,14,37,10,75,0.479
7,14,37,10,75,0.607
8,14,37,10,75,0.743
9,14,37,10,75,0.889
10,14,37,10,75,1.045
11,14,37,10,75,1.199
12,14,37,10,75,1.37
3,15,37,10,75,0.212
4,15,37,10,75,0.243
5,15,37,10,75,0.367
6,15,37,10,75,0.491
7,15,37,10,75,0.624
8,15,37,10,75,0.765
9,15,37,10,75,0.905
10,15,37,10,75,1.077
11,15,37,10,75,1.247
12,15,37,10,75,1.421
3,16,37,10,75,0.212
4,16,37,10,75,0.251
5,16,37,10,75,0.381
6,16,37,10,75,0.509
7,16,37,10,75,0.645
8,16,37,10,75,0.793
9,16,37,10,75,0.94
10,16,37,10,75,1.112
11,16,37,10,75,1.283
12,16,37,10,75,1.469
3,17,37,10,75,0.212
4,17,37,10,75,0.26
5,17,37,10,75,0.393
6,17,37,10,75,0.523
7,17,37,10,75,0.66
8,17,37,10,75,0.814
9,17,37,10,75,0.969
10,17,37,10,75,1.146
11,17,37,10,75,1.319
12,17,37,10,75,1.513
3,18,37,10,75,0.212
4,18,37,10,75,0.267
5,18,37,10,75,0.398
6,18,37,10,75,0.534
7,18,37,10,75,0.675
8,18,37,10,75,0.836
9,18,37,10,75,1.004
10,18,37,10,75,1.177
11,18,37,10,75,1.364
12,18,37,10,75,1.557
3,19,37,10,75,0.212
4,19,37,10,75,0.276
5,19,37,10,75,0.412
6,19,37,10,75,0.549
7,19,37,10,75,0.693
8,19,37,10,75,0.862
9,19,37,10,75,1.028
10,19,37,10,75,1.209
11,19,37,10,75,1.393
12,19,37,10,75,1.602
3,20,37,10,75,0.2
4,20,37,10,75,0.284
5,20,37,10,75,0.416
6,20,37,10,75,0.565
7,20,37,10,75,0.716
8,20,37,10,75,0.876
9,20,37,10,75,1.059
10,20,37,10,75,1.242
11,20,37,10,75,1.418
12,20,37,10,75,1.641
3,14,38,10,75,0.213
4,14,38,10,75,0.226
5,14,38,10,75,0.351
6,14,38,10,75,0.468
7,14,38,10,75,0.593
8,14,38,10,75,0.725
9,14,38,10,75,0.867
10,14,38,10,75,1.016
11,14,38,10,75,1.176
12,14,38,10,75,1.342
3,15,38,10,75,0.212
4,15,38,10,75,0.234
5,15,38,10,75,0.365
6,15,38,10,75,0.482
7,15,38,10,75,0.607
8,15,38,10,75,0.745
9,15,38,10,75,0.894
10,15,38,10,75,1.055
11,15,38,10,75,1.216
12,15,38,10,75,1.385
3,16,38,10,75,0.212
4,16,38,10,75,0.243
5,16,38,10,75,0.369
6,16,38,10,75,0.493
7,16,38,10,75,0.628
8,16,38,10,75,0.771
9,16,38,10,75,0.913
10,16,38,10,75,1.077
11,16,38,10,75,1.256
12,16,38,10,75,1.43
3,17,38,10,75,0.212
4,17,38,10,75,0.251
5,17,38,10,75,0.381
6,17,38,10,75,0.503
7,17,38,10,75,0.647
8,17,38,10,75,0.796
9,17,38,10,75,0.946
10,17,38,10,75,1.12
11,17,38,10,75,1.293
12,17,38,10,75,1.475
3,18,38,10,75,0.212
4,18,38,10,75,0.259
5,18,38,10,75,0.393
6,18,38,10,75,0.523
7,18,38,10,75,0.661
8,18,38,10,75,0.818
9,18,38,10,75,0.971
10,18,38,10,75,1.151
11,18,38,10,75,1.327
12,18,38,10,75,1.518
3,19,38,10,75,0.212
4,19,38,10,75,0.267
5,19,38,10,75,0.396
6,19,38,10,75,0.532
7,19,38,10,75,0.675
8,19,38,10,75,0.837
9,19,38,10,75,1.006
10,19,38,10,75,1.18
11,19,38,10,75,1.356
12,19,38,10,75,1.562
3,20,38,10,75,0.212
4,20,38,10,75,0.275
5,20,38,10,75,0.41
6,20,38,10,75,0.548
7,20,38,10,75,0.692
8,20,38,10,75,0.862
9,20,38,10,75,1.028
10,20,38,10,75,1.21
11,20,38,10,75,1.394
12,20,38,10,75,1.603
3,14,27,15,75,0.212
4,14,27,15,75,0.36
5,14,27,15,75,0.502
6,14,27,15,75,0.653
7,14,27,15,75,0.823
8,14,27,15,75,0.994
9,14,27,15,75,1.187
10,14,27,15,75,1.383
11,14,27,15,75,1.595
3,15,27,15,75,0.214
4,15,27,15,75,0.362
5,15,27,15,75,0.513
6,15,27,15,75,0.672
7,15,27,15,75,0.846
8,15,27,15,75,1.022
9,15,27,15,75,1.223
10,15,27,15,75,1.427
11,15,27,15,75,1.634
3,16,27,15,75,0.219
4,16,27,15,75,0.374
5,16,27,15,75,0.529
6,16,27,15,75,0.692
7,16,27,15,75,0.87
8,16,27,15,75,1.059
9,16,27,15,75,1.26
10,16,27,15,75,1.469
11,16,27,15,75,1.67
3,17,27,15,75,0.225
4,17,27,15,75,0.387
5,17,27,15,75,0.535
6,17,27,15,75,0.708
7,17,27,15,75,0.893
8,17,27,15,75,1.077
9,17,27,15,75,1.292
10,17,27,15,75,1.506
11,17,27,15,75,1.742
3,18,27,15,75,0.231
4,18,27,15,75,0.388
5,18,27,15,75,0.554
6,18,27,15,75,0.717
7,18,27,15,75,0.897
8,18,27,15,75,1.113
9,18,27,15,75,1.321
10,18,27,15,75,1.544
3,19,27,15,75,0.238
4,19,27,15,75,0.4
5,19,27,15,75,0.568
6,19,27,15,75,0.744
7,19,27,15,75,0.933
8,19,27,15,75,1.137
9,19,27,15,75,1.357
10,19,27,15,75,1.587
3,20,27,15,75,0.243
4,20,27,15,75,0.412
5,20,27,15,75,0.581
6,20,27,15,75,0.761
7,20,27,15,75,0.956
8,20,27,15,75,1.165
9,20,27,15,75,1.391
10,20,27,15,75,1.622
3,14,28,15,75,0.212
4,14,28,15,75,0.348
5,14,28,15,75,0.488
6,14,28,15,75,0.638
7,14,28,15,75,0.804
8,14,28,15,75,0.966
9,14,28,15,75,1.16
10,14,28,15,75,1.352
11,14,28,15,75,1.551
12,14,28,15,75,1.758
3,15,28,15,75,0.212
4,15,28,15,75,0.361
5,15,28,15,75,0.504
6,15,28,15,75,0.657
7,15,28,15,75,0.817
8,15,28,15,75,1.006
9,15,28,15,75,1.19
10,15,28,15,75,1.394
